record_id,created_utc,case_id,event_time,context,model_name,model_digest,feature_schema_digest,hash_algorithm,true_label_id,true_label_name,prediction_id,prediction_name,confidence,score_type,topk_predictions,features_digest,top_features,prev_hash,record_hash,sequence_id,window_id
CASE-20260330-153425-DIVERSIFIED-89,2026-03-30 16:15:19.024584+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.024584+00:00,"{'src_ip': '192.168.1.193', 'dst_ip': '192.168.1.33', 'src_port': 49373, 'dst_port': 8080, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,0,backdoor,0,backdoor,0.9999998887515035,max_class_probability,"[{'class_id': 0, 'class_name': 'backdoor', 'probability': 0.9999998887515035}, {'class_id': 4, 'class_name': 'normal', 'probability': 2.835214047588905e-08}, {'class_id': 3, 'class_name': 'injection', 'probability': 2.1778855501951436e-08}]",3d815abd62e5a5ad5db34e299528a7b4391f2c6e1591e666871bec09c3e3d7ac,"[{'feature': 'conn_state', 'value': 'REJ', 'shap_value': 9.077546075178704, 'abs_shap_value': 9.105391468310941, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 48.0, 'shap_value': 5.779313267045279, 'abs_shap_value': 5.779313267045279, 'sign': '+'}, {'feature': 'src_port', 'value': 49373.0, 'shap_value': 3.7225438892484712, 'abs_shap_value': 3.7225438892484712, 'sign': '+'}, {'feature': 'dst_port', 'value': 8080.0, 'shap_value': 1.372055066469931, 'abs_shap_value': 1.372055066469931, 'sign': '+'}, {'feature': 'duration', 'value': 0.000107, 'shap_value': 0.633658347120232, 'abs_shap_value': 0.633658347120232, 'sign': '+'}]",4b81de726ac31753f941e90e867ea0c652fb87822ee9f2616d6dd898cfe8daa3,e5ca9606796098f6e69d7b6dc061e752d38eaccb8458d3c941edc05f5c9243be,90,3
CASE-20260330-153425-DIVERSIFIED-90,2026-03-30 16:15:19.027586+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.027586+00:00,"{'src_ip': '192.168.1.193', 'dst_ip': '192.168.1.33', 'src_port': 49374, 'dst_port': 8080, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,0,backdoor,0,backdoor,0.9999998887515035,max_class_probability,"[{'class_id': 0, 'class_name': 'backdoor', 'probability': 0.9999998887515035}, {'class_id': 4, 'class_name': 'normal', 'probability': 2.835214047588905e-08}, {'class_id': 3, 'class_name': 'injection', 'probability': 2.1778855501951436e-08}]",a5101a12c2191135ba1cbc29a024b8dcd2902836794add2df8d8109d03f78b84,"[{'feature': 'conn_state', 'value': 'REJ', 'shap_value': 9.077546075178704, 'abs_shap_value': 9.105391468310941, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 48.0, 'shap_value': 5.779313267045279, 'abs_shap_value': 5.779313267045279, 'sign': '+'}, {'feature': 'src_port', 'value': 49374.0, 'shap_value': 3.7225438892484712, 'abs_shap_value': 3.7225438892484712, 'sign': '+'}, {'feature': 'dst_port', 'value': 8080.0, 'shap_value': 1.372055066469931, 'abs_shap_value': 1.372055066469931, 'sign': '+'}, {'feature': 'duration', 'value': 0.000109, 'shap_value': 0.633658347120232, 'abs_shap_value': 0.633658347120232, 'sign': '+'}]",e5ca9606796098f6e69d7b6dc061e752d38eaccb8458d3c941edc05f5c9243be,84f95eda64236ebde30bc9dfa9ad9a01c9bd2606dc80ec5be603ae932f1cc99b,91,3
CASE-20260330-153425-DIVERSIFIED-91,2026-03-30 16:15:19.030591+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.030591+00:00,"{'src_ip': '192.168.1.193', 'dst_ip': '192.168.1.33', 'src_port': 49371, 'dst_port': 8080, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,0,backdoor,0,backdoor,0.9999998887515035,max_class_probability,"[{'class_id': 0, 'class_name': 'backdoor', 'probability': 0.9999998887515035}, {'class_id': 4, 'class_name': 'normal', 'probability': 2.835214047588905e-08}, {'class_id': 3, 'class_name': 'injection', 'probability': 2.1778855501951436e-08}]",edbbb286e1804134de1d3142f3c9eae23d3aa1b64f310ca5d8d0c85b4fee0435,"[{'feature': 'conn_state', 'value': 'REJ', 'shap_value': 9.077546075178704, 'abs_shap_value': 9.105391468310941, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 48.0, 'shap_value': 5.779313267045279, 'abs_shap_value': 5.779313267045279, 'sign': '+'}, {'feature': 'src_port', 'value': 49371.0, 'shap_value': 3.7225438892484712, 'abs_shap_value': 3.7225438892484712, 'sign': '+'}, {'feature': 'dst_port', 'value': 8080.0, 'shap_value': 1.372055066469931, 'abs_shap_value': 1.372055066469931, 'sign': '+'}, {'feature': 'duration', 'value': 0.000107, 'shap_value': 0.633658347120232, 'abs_shap_value': 0.633658347120232, 'sign': '+'}]",84f95eda64236ebde30bc9dfa9ad9a01c9bd2606dc80ec5be603ae932f1cc99b,8a774ad13ced9f557dfb72d5cb8010efd60038e80c00c3ad99605fcaff58ba88,92,3
CASE-20260330-153425-DIVERSIFIED-92,2026-03-30 16:15:19.033606+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.033606+00:00,"{'src_ip': '192.168.1.193', 'dst_ip': '192.168.1.33', 'src_port': 49373, 'dst_port': 8080, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,0,backdoor,0,backdoor,0.9999998887465052,max_class_probability,"[{'class_id': 0, 'class_name': 'backdoor', 'probability': 0.9999998887465052}, {'class_id': 4, 'class_name': 'normal', 'probability': 2.8353414233292533e-08}, {'class_id': 3, 'class_name': 'injection', 'probability': 2.1779833945835013e-08}]",ade9c5106bb970debcd560fbf2f753bfba5a7dabd6c2bc0e8a1d7706ea50f3dd,"[{'feature': 'conn_state', 'value': 'REJ', 'shap_value': 9.077537753611733, 'abs_shap_value': 9.10538314674397, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 48.0, 'shap_value': 5.779304860660253, 'abs_shap_value': 5.779304860660253, 'sign': '+'}, {'feature': 'src_port', 'value': 49373.0, 'shap_value': 3.7225353461053663, 'abs_shap_value': 3.7225353461053663, 'sign': '+'}, {'feature': 'dst_port', 'value': 8080.0, 'shap_value': 1.372055066469931, 'abs_shap_value': 1.372055066469931, 'sign': '+'}, {'feature': 'duration', 'value': 0.000113, 'shap_value': 0.6336386928971045, 'abs_shap_value': 0.6336386928971045, 'sign': '+'}]",8a774ad13ced9f557dfb72d5cb8010efd60038e80c00c3ad99605fcaff58ba88,761ca5da604541f3bfd04e49ac2d02bab2b4a19baf8ad8bbf9ac0359379795c0,93,3
CASE-20260330-153425-DIVERSIFIED-93,2026-03-30 16:15:19.036603+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.036603+00:00,"{'src_ip': '192.168.1.193', 'dst_ip': '192.168.1.33', 'src_port': 49371, 'dst_port': 8080, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,0,backdoor,0,backdoor,0.9999998886756774,max_class_probability,"[{'class_id': 0, 'class_name': 'backdoor', 'probability': 0.9999998886756774}, {'class_id': 4, 'class_name': 'normal', 'probability': 2.9393442527368876e-08}, {'class_id': 3, 'class_name': 'injection', 'probability': 2.2279763960064927e-08}]",50a1010a61974b9fa0dae78aa47bc1a67de205bae50a1af08ee1822c4de0fabb,"[{'feature': 'conn_state', 'value': 'REJ', 'shap_value': 9.066276017385816, 'abs_shap_value': 9.094121410518053, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 48.0, 'shap_value': 5.770579534537205, 'abs_shap_value': 5.770579534537205, 'sign': '+'}, {'feature': 'src_port', 'value': 49371.0, 'shap_value': 3.723138297507277, 'abs_shap_value': 3.723138297507277, 'sign': '+'}, {'feature': 'dst_port', 'value': 8080.0, 'shap_value': 1.3932183367864988, 'abs_shap_value': 1.3932183367864988, 'sign': '+'}, {'feature': 'duration', 'value': 6.7e-05, 'shap_value': 0.5958068512892702, 'abs_shap_value': 0.5958068512892702, 'sign': '+'}]",761ca5da604541f3bfd04e49ac2d02bab2b4a19baf8ad8bbf9ac0359379795c0,b9c2f67084a2f785699ef7b178f7200b90378bf0a6a7fbfec2920c26fab9c5c9,94,3
CASE-20260330-153425-DIVERSIFIED-94,2026-03-30 16:15:19.039603+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.039603+00:00,"{'src_ip': '192.168.1.33', 'dst_ip': '192.168.1.193', 'src_port': 35613, 'dst_port': 445, 'proto': 'tcp', 'service': '-', 'conn_state': 'OTH'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,6,ransomware,6,ransomware,0.9999998886379953,max_class_probability,"[{'class_id': 6, 'class_name': 'ransomware', 'probability': 0.9999998886379953}, {'class_id': 1, 'class_name': 'ddos', 'probability': 3.7870743723994195e-08}, {'class_id': 3, 'class_name': 'injection', 'probability': 3.174741608792291e-08}]",6d282c6ea15d3f4dedf3a125b8fbb23ede716e69501b75aaeb41af9bcb681ac1,"[{'feature': 'duration', 'value': 0.0, 'shap_value': 8.528708105281016, 'abs_shap_value': 8.528708105281016, 'sign': '+'}, {'feature': 'dst_port', 'value': 445.0, 'shap_value': 6.756013983493504, 'abs_shap_value': 6.756013983493504, 'sign': '+'}, {'feature': 'src_port', 'value': 35613.0, 'shap_value': 1.9393350795877509, 'abs_shap_value': 1.9393350795877509, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 103.0, 'shap_value': 1.7171848663666451, 'abs_shap_value': 1.7171848663666451, 'sign': '+'}, {'feature': 'conn_state', 'value': 'OTH', 'shap_value': 1.6346718952959678, 'abs_shap_value': 1.648907802315605, 'sign': '+'}]",b9c2f67084a2f785699ef7b178f7200b90378bf0a6a7fbfec2920c26fab9c5c9,069e76dea8eddd7f533d612ee8808d231a3bd1100f5c94e1a2e90b4aef49e10b,95,3
CASE-20260330-153425-DIVERSIFIED-95,2026-03-30 16:15:19.042608+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.042608+00:00,"{'src_ip': '192.168.1.193', 'dst_ip': '192.168.1.33', 'src_port': 49373, 'dst_port': 8080, 'proto': 'tcp', 'service': '-', 'conn_state': 'REJ'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,0,backdoor,0,backdoor,0.99999988836208,max_class_probability,"[{'class_id': 0, 'class_name': 'backdoor', 'probability': 0.99999988836208}, {'class_id': 4, 'class_name': 'normal', 'probability': 2.89635945170611e-08}, {'class_id': 3, 'class_name': 'injection', 'probability': 2.0138141257178367e-08}]",3cbd3e7422742e060546af81a238d4060647d922289cf8b58865a4d6ce372f9a,"[{'feature': 'conn_state', 'value': 'REJ', 'shap_value': 9.07004399832082, 'abs_shap_value': 9.097889391324877, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 48.0, 'shap_value': 5.777294771767868, 'abs_shap_value': 5.777294771767868, 'sign': '+'}, {'feature': 'src_port', 'value': 49373.0, 'shap_value': 3.7234021147457588, 'abs_shap_value': 3.7234021147457588, 'sign': '+'}, {'feature': 'dst_port', 'value': 8080.0, 'shap_value': 1.3755910102724997, 'abs_shap_value': 1.3755910102724997, 'sign': '+'}, {'feature': 'duration', 'value': 0.000179, 'shap_value': 0.6176450284186473, 'abs_shap_value': 0.6176450284186473, 'sign': '+'}]",069e76dea8eddd7f533d612ee8808d231a3bd1100f5c94e1a2e90b4aef49e10b,6c22417597b91a6cc94284bd43fd66cf732c3e4f76b47636afed9cb7a289e631,96,3
CASE-20260330-153425-DIVERSIFIED-96,2026-03-30 16:15:19.044606+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.044606+00:00,"{'src_ip': '192.168.1.37', 'dst_ip': '192.168.1.193', 'src_port': 41375, 'dst_port': 445, 'proto': 'tcp', 'service': '-', 'conn_state': 'OTH'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,6,ransomware,6,ransomware,0.9999998865399513,max_class_probability,"[{'class_id': 6, 'class_name': 'ransomware', 'probability': 0.9999998865399513}, {'class_id': 3, 'class_name': 'injection', 'probability': 5.78876486769166e-08}, {'class_id': 1, 'class_name': 'ddos', 'probability': 1.8736732805961072e-08}]",c26ce3a7fc15f8009209cef81a177643bc5d138d6b8a7a043ee5a938b64e3ca2,"[{'feature': 'duration', 'value': 0.0, 'shap_value': 8.553492304064333, 'abs_shap_value': 8.553492304064333, 'sign': '+'}, {'feature': 'dst_port', 'value': 445.0, 'shap_value': 6.726414666624381, 'abs_shap_value': 6.726414666624381, 'sign': '+'}, {'feature': 'src_port', 'value': 41375.0, 'shap_value': 1.9679172540411443, 'abs_shap_value': 1.9679172540411443, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 105.0, 'shap_value': 1.750029005659268, 'abs_shap_value': 1.750029005659268, 'sign': '+'}, {'feature': 'conn_state', 'value': 'OTH', 'shap_value': 1.6456746244521723, 'abs_shap_value': 1.6581216867885415, 'sign': '+'}]",6c22417597b91a6cc94284bd43fd66cf732c3e4f76b47636afed9cb7a289e631,3eec9b53700d9cf660798ff597b9cd3cc501a8a389798b658ad3d225ad13e0a3,97,3
CASE-20260330-153425-DIVERSIFIED-97,2026-03-30 16:15:19.047808+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.047808+00:00,"{'src_ip': '192.168.1.37', 'dst_ip': '192.168.1.193', 'src_port': 44839, 'dst_port': 445, 'proto': 'tcp', 'service': '-', 'conn_state': 'OTH'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,6,ransomware,6,ransomware,0.9999998862719179,max_class_probability,"[{'class_id': 6, 'class_name': 'ransomware', 'probability': 0.9999998862719179}, {'class_id': 3, 'class_name': 'injection', 'probability': 4.729132722534538e-08}, {'class_id': 1, 'class_name': 'ddos', 'probability': 1.970344821010833e-08}]",04769b7d74cdacf5ade1f7099493f3572f75fb104190c81111fd9b3e561c9207,"[{'feature': 'duration', 'value': 0.0, 'shap_value': 8.554294050131116, 'abs_shap_value': 8.554294050131116, 'sign': '+'}, {'feature': 'dst_port', 'value': 445.0, 'shap_value': 6.76196200029065, 'abs_shap_value': 6.76196200029065, 'sign': '+'}, {'feature': 'src_port', 'value': 44839.0, 'shap_value': 1.9902727754993161, 'abs_shap_value': 1.9902727754993161, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 103.0, 'shap_value': 1.692833259022075, 'abs_shap_value': 1.692833259022075, 'sign': '+'}, {'feature': 'conn_state', 'value': 'OTH', 'shap_value': 1.6544204207360076, 'abs_shap_value': 1.668493483116442, 'sign': '+'}]",3eec9b53700d9cf660798ff597b9cd3cc501a8a389798b658ad3d225ad13e0a3,817867559793191838a0055b3061466ee0bc1397ee52a86389bab125bfc32274,98,3
CASE-20260330-153425-DIVERSIFIED-98,2026-03-30 16:15:19.050717+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.050717+00:00,"{'src_ip': '192.168.1.37', 'dst_ip': '192.168.1.193', 'src_port': 44875, 'dst_port': 445, 'proto': 'tcp', 'service': '-', 'conn_state': 'OTH'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,6,ransomware,6,ransomware,0.9999998847374962,max_class_probability,"[{'class_id': 6, 'class_name': 'ransomware', 'probability': 0.9999998847374962}, {'class_id': 3, 'class_name': 'injection', 'probability': 4.729132715278052e-08}, {'class_id': 1, 'class_name': 'ddos', 'probability': 1.9703448179874926e-08}]",c23f15e6c603a7fcb2c62c721f3803f0ff8653c44d2995467ae69c566f3f23c2,"[{'feature': 'duration', 'value': 0.0, 'shap_value': 8.55353133031804, 'abs_shap_value': 8.55353133031804, 'sign': '+'}, {'feature': 'dst_port', 'value': 445.0, 'shap_value': 6.76196200029065, 'abs_shap_value': 6.76196200029065, 'sign': '+'}, {'feature': 'src_port', 'value': 44875.0, 'shap_value': 1.9889705926181087, 'abs_shap_value': 1.9889705926181087, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 103.0, 'shap_value': 1.692833259022075, 'abs_shap_value': 1.692833259022075, 'sign': '+'}, {'feature': 'conn_state', 'value': 'OTH', 'shap_value': 1.6566067215581461, 'abs_shap_value': 1.6717285159617101, 'sign': '+'}]",817867559793191838a0055b3061466ee0bc1397ee52a86389bab125bfc32274,e1b7ac6c3ea152354291056b872982f69ec7444744fbb77f725f592ee03c5e3d,99,3
CASE-20260330-153425-DIVERSIFIED-99,2026-03-30 16:15:19.053246+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.053246+00:00,"{'src_ip': '192.168.1.33', 'dst_ip': '192.168.1.193', 'src_port': 44931, 'dst_port': 445, 'proto': 'tcp', 'service': '-', 'conn_state': 'OTH'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,6,ransomware,6,ransomware,0.9999998847374962,max_class_probability,"[{'class_id': 6, 'class_name': 'ransomware', 'probability': 0.9999998847374962}, {'class_id': 3, 'class_name': 'injection', 'probability': 4.729132715278052e-08}, {'class_id': 1, 'class_name': 'ddos', 'probability': 1.9703448179874926e-08}]",d9c47c76fc488aa1a937b3a3fdb92fe899a5afbb0dd6131cf5dd75477f18fcd4,"[{'feature': 'duration', 'value': 0.0, 'shap_value': 8.55353133031804, 'abs_shap_value': 8.55353133031804, 'sign': '+'}, {'feature': 'dst_port', 'value': 445.0, 'shap_value': 6.76196200029065, 'abs_shap_value': 6.76196200029065, 'sign': '+'}, {'feature': 'src_port', 'value': 44931.0, 'shap_value': 1.9889705926181087, 'abs_shap_value': 1.9889705926181087, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 103.0, 'shap_value': 1.692833259022075, 'abs_shap_value': 1.692833259022075, 'sign': '+'}, {'feature': 'conn_state', 'value': 'OTH', 'shap_value': 1.6566067215581461, 'abs_shap_value': 1.6717285159617101, 'sign': '+'}]",e1b7ac6c3ea152354291056b872982f69ec7444744fbb77f725f592ee03c5e3d,37e5b595bd6ba1fcb2d59851d55e0bcdb80e5cf798c7536ad0c5c41630263b9e,100,3
CASE-20260330-153425-DIVERSIFIED-100,2026-03-30 16:15:19.056248+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.056248+00:00,"{'src_ip': '192.168.1.37', 'dst_ip': '192.168.1.193', 'src_port': 36775, 'dst_port': 445, 'proto': 'tcp', 'service': '-', 'conn_state': 'OTH'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,6,ransomware,6,ransomware,0.9999998840342404,max_class_probability,"[{'class_id': 6, 'class_name': 'ransomware', 'probability': 0.9999998840342404}, {'class_id': 4, 'class_name': 'normal', 'probability': 4.5628527746129164e-08}, {'class_id': 1, 'class_name': 'ddos', 'probability': 2.939684303677623e-08}]",791c829caa136cd4faa19bee5d2eae0a2457c69b4b694f1d11557fc580c3a7fd,"[{'feature': 'duration', 'value': 0.0, 'shap_value': 8.482634001320768, 'abs_shap_value': 8.482634001320768, 'sign': '+'}, {'feature': 'dst_port', 'value': 445.0, 'shap_value': 6.772104906408183, 'abs_shap_value': 6.772104906408183, 'sign': '+'}, {'feature': 'src_port', 'value': 36775.0, 'shap_value': 1.9710923445603081, 'abs_shap_value': 1.9710923445603081, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 1205.0, 'shap_value': 1.7568344035342511, 'abs_shap_value': 1.7568344035342511, 'sign': '+'}, {'feature': 'conn_state', 'value': 'OTH', 'shap_value': 1.5964115871099402, 'abs_shap_value': 1.6082740181045463, 'sign': '+'}]",37e5b595bd6ba1fcb2d59851d55e0bcdb80e5cf798c7536ad0c5c41630263b9e,7a9bfe844f66f96a7e2dc8d46f98c57d8d4d633735c185fdeec2989f38b10bd0,101,4
CASE-20260330-153425-DIVERSIFIED-101,2026-03-30 16:15:19.058963+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.058963+00:00,"{'src_ip': '192.168.1.33', 'dst_ip': '192.168.1.193', 'src_port': 37747, 'dst_port': 445, 'proto': 'tcp', 'service': '-', 'conn_state': 'OTH'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,6,ransomware,6,ransomware,0.9999998840287153,max_class_probability,"[{'class_id': 6, 'class_name': 'ransomware', 'probability': 0.9999998840287153}, {'class_id': 3, 'class_name': 'injection', 'probability': 5.630478868387894e-08}, {'class_id': 1, 'class_name': 'ddos', 'probability': 2.3347178982902367e-08}]",2877b4a7e54aeb7b2b247abd2733b34515993200b803b4704e3d90539b2add1b,"[{'feature': 'duration', 'value': 0.0, 'shap_value': 8.515294949533828, 'abs_shap_value': 8.515294949533828, 'sign': '+'}, {'feature': 'dst_port', 'value': 445.0, 'shap_value': 6.763799648831546, 'abs_shap_value': 6.763799648831546, 'sign': '+'}, {'feature': 'src_port', 'value': 37747.0, 'shap_value': 1.9155280410432338, 'abs_shap_value': 1.9155280410432338, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 103.0, 'shap_value': 1.7609394011334938, 'abs_shap_value': 1.7609394011334938, 'sign': '+'}, {'feature': 'conn_state', 'value': 'OTH', 'shap_value': 1.6308828950913843, 'abs_shap_value': 1.6469143547503775, 'sign': '+'}]",7a9bfe844f66f96a7e2dc8d46f98c57d8d4d633735c185fdeec2989f38b10bd0,5bff96af857763af39df969b0995eb57315fbd026eacae8626fa666fd1ffc582,102,4
CASE-20260330-153425-DIVERSIFIED-102,2026-03-30 16:15:19.061956+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.061956+00:00,"{'src_ip': '192.168.1.33', 'dst_ip': '192.168.1.193', 'src_port': 45165, 'dst_port': 445, 'proto': 'tcp', 'service': '-', 'conn_state': 'OTH'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,6,ransomware,6,ransomware,0.999999883448617,max_class_probability,"[{'class_id': 6, 'class_name': 'ransomware', 'probability': 0.999999883448617}, {'class_id': 3, 'class_name': 'injection', 'probability': 4.7291327091827713e-08}, {'class_id': 1, 'class_name': 'ddos', 'probability': 1.970344815447956e-08}]",7442866b216b4707c278bc527946021b7f4e25d31204704211c3d339017b6a69,"[{'feature': 'duration', 'value': 0.0, 'shap_value': 8.5526929863229, 'abs_shap_value': 8.5526929863229, 'sign': '+'}, {'feature': 'dst_port', 'value': 445.0, 'shap_value': 6.761722149285336, 'abs_shap_value': 6.761722149285336, 'sign': '+'}, {'feature': 'src_port', 'value': 45165.0, 'shap_value': 1.9874644379167532, 'abs_shap_value': 1.9874644379167532, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 103.0, 'shap_value': 1.692833259022075, 'abs_shap_value': 1.692833259022075, 'sign': '+'}, {'feature': 'conn_state', 'value': 'OTH', 'shap_value': 1.6591919476151447, 'abs_shap_value': 1.6743137420187086, 'sign': '+'}]",5bff96af857763af39df969b0995eb57315fbd026eacae8626fa666fd1ffc582,c9bbcdc7d605ba9fd336ac2609aae3cf755d2bfd6bce5f069643d8571ca56c96,103,4
CASE-20260330-153425-DIVERSIFIED-103,2026-03-30 16:15:19.065316+00:00,CASE-20260330-153425-DIVERSIFIED,2026-03-30 16:15:19.065316+00:00,"{'src_ip': '192.168.1.33', 'dst_ip': '192.168.1.193', 'src_port': 45485, 'dst_port': 445, 'proto': 'tcp', 'service': '-', 'conn_state': 'OTH'}",lightgbm,29877fa54c191755b4eb84f1c6fadc3a163fd4dc8913569676752d6a9e3509d8,ea7826d3bc380cdecb84fe98e1857d9ad0ecbf653749c1bece711ab78df1b31c,SHA-256,6,ransomware,6,ransomware,0.9999998810980707,max_class_probability,"[{'class_id': 6, 'class_name': 'ransomware', 'probability': 0.9999998810980707}, {'class_id': 3, 'class_name': 'injection', 'probability': 5.2094066447174995e-08}, {'class_id': 1, 'class_name': 'ddos', 'probability': 1.9703448108165686e-08}]",d657d21f52fba1a192682c1a9d7078eaef1a5e413c5532d0eca1c7687c10a691,"[{'feature': 'duration', 'value': 0.0, 'shap_value': 8.5526929863229, 'abs_shap_value': 8.5526929863229, 'sign': '+'}, {'feature': 'dst_port', 'value': 445.0, 'shap_value': 6.761217283336518, 'abs_shap_value': 6.761217283336518, 'sign': '+'}, {'feature': 'src_port', 'value': 45485.0, 'shap_value': 1.986011387003695, 'abs_shap_value': 1.986011387003695, 'sign': '+'}, {'feature': 'src_ip_bytes', 'value': 103.0, 'shap_value': 1.692833259022075, 'abs_shap_value': 1.692833259022075, 'sign': '+'}, {'feature': 'conn_state', 'value': 'OTH', 'shap_value': 1.6615372611225772, 'abs_shap_value': 1.6766590555261411, 'sign': '+'}]",c9bbcdc7d605ba9fd336ac2609aae3cf755d2bfd6bce5f069643d8571ca56c96,560fdde796d17ecdb9e04668789462a322f4d708957410bc94aa1aa7ac8e2981,104,4
